GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB160917A   |    712505    | 1.698960e+00 | 7.216270e-01 | 2.792220e+00 | 1.759890e+00 | 9.667770e-01 | 2.551690e+00 | 1.286900e+00 | 5.210400e-01 | 2.098140e+00 | 5.857750e-01 | 0.000000e+00 | 1.222530e+00 | 1.512340e+00 | 0.000000e+00 | 3.967460e+00 | 5.331710e+00 | 2.933250e+00 | 7.743000e+00 | 6.254160e+00 | 3.273390e+00 | 9.564910e+00 | 0.02 | 0.588000 | 0.608000 |  
GRB160912A   |    711914    | 2.658220e-17 | 0.000000e+00 | 8.020890e+02 | 3.397110e-18 | 0.000000e+00 | 5.958510e+02 | 7.239010e-17 | 0.000000e+00 | 6.482520e+02 | 9.225710e-16 | 0.000000e+00 | 8.244000e+02 | 3.333080e-15 | 0.000000e+00 | 9.892550e+03 | 4.057580e-18 | 0.000000e+00 | 1.868450e+03 | 3.343350e-09 | 0.000000e+00 | 1.028000e+04 | 0.02 | 605.128000 | 605.148000 |  
GRB160905A   |    711084    | 1.308510e+00 | 7.739880e-01 | 1.920050e+00 | 2.468920e+00 | 1.799550e+00 | 3.104150e+00 | 3.597750e+00 | 2.908490e+00 | 4.278340e+00 | 2.825250e+00 | 2.019960e+00 | 3.701180e+00 | 1.117870e+01 | 6.953150e+00 | 1.715160e+01 | 1.020040e+01 | 8.326110e+00 | 1.207500e+01 | 1.855410e+01 | 1.396880e+01 | 2.424760e+01 | 0.02 | 18.656000 | 18.676000 |  
GRB160827A   |    710050    | 1.221110e+00 | 0.000000e+00 | 2.071930e+00 | 4.787050e-01 | 0.000000e+00 | 9.536410e-01 | 1.094350e-01 | 0.000000e+00 | 3.882250e-01 | 1.874980e-02 | 0.000000e+00 | 1.339680e-01 | 3.017660e-02 | 0.000000e+00 | 3.061270e-01 | 1.827970e+00 | 0.000000e+00 | 3.195310e+00 | 1.839530e+00 | 0.000000e+00 | 3.236100e+00 | 0.02 | 3.768000 | 3.788000 |  
GRB160826A   |    709907    | 8.511800e-01 | 3.670710e-01 | 1.400990e+00 | 8.300080e-01 | 4.836270e-01 | 1.171080e+00 | 5.656090e-01 | 2.722520e-01 | 8.616780e-01 | 2.431510e-01 | 8.185740e-02 | 4.691280e-01 | 6.049650e-01 | 0.000000e+00 | 1.451380e+00 | 2.489940e+00 | 1.485970e+00 | 3.496080e+00 | 2.851590e+00 | 1.702000e+00 | 4.038840e+00 | 0.02 | 40.112000 | 40.132000 |  
GRB160824A   |    709765    | 9.893860e-01 | 3.017510e-01 | 1.759360e+00 | 1.072950e+00 | 4.802960e-01 | 1.655240e+00 | 8.275840e-01 | 3.218250e-01 | 1.348890e+00 | 3.932350e-01 | 0.000000e+00 | 7.981760e-01 | 1.045270e+00 | 0.000000e+00 | 2.726400e+00 | 3.283420e+00 | 1.546520e+00 | 5.023350e+00 | 3.939790e+00 | 1.809050e+00 | 6.156400e+00 | 0.02 | 8.076000 | 8.096000 |  
GRB160821B   |    709357    | 4.690750e-04 | NaN | NaN | 5.398720e-03 | NaN | NaN | 5.482080e-02 | NaN | NaN | 3.337460e-01 | NaN | NaN | 8.943540e+00 | NaN | NaN | 4.410690e-01 | NaN | NaN | 8.954630e+00 | NaN | NaN | 0.02 | 0.004000 | 0.024000 |  
GRB160821A   |    709351    | 7.151850e-02 | 0.000000e+00 | 2.890140e+00 | 3.707760e-01 | 0.000000e+00 | 9.813390e-01 | 1.818190e+00 | 0.000000e+00 | 3.747710e+00 | 2.392290e+00 | 0.000000e+00 | 6.536570e+00 | 2.742590e+01 | 0.000000e+00 | 6.604920e+01 | 6.626770e+00 | 0.000000e+00 | 1.123680e+01 | 2.921700e+01 | 0.000000e+00 | 7.025470e+01 | 0.02 | 115.128000 | 115.148000 |  
GRB160819A   |  00086022006 | 1.034160e-03 | 8.708790e-04 | 4.851360e-03 | 1.266850e-02 | 1.078870e-02 | 5.049300e-02 | 3.186760e-02 | NaN | NaN | 4.786380e-01 | 4.198040e-01 | 1.432510e+00 | 1.367940e+01 | 1.060880e+01 | 2.997890e+01 | 6.336450e-01 | 5.533510e-01 | 1.964710e+00 | 1.366930e+01 | 1.073410e+01 | 3.049330e+01 | 0.02 | 47.048000 | 47.068000 |  
GRB160815A   |    708598    | 2.935040e+00 | 1.638940e+00 | 4.348890e+00 | 2.746380e+00 | 1.838080e+00 | 3.646110e+00 | 1.783050e+00 | 1.109500e+00 | 2.457940e+00 | 7.370100e-01 | 3.721910e-01 | 1.178460e+00 | 1.788950e+00 | 7.896600e-01 | 3.262850e+00 | 8.201610e+00 | 5.556600e+00 | 1.085720e+01 | 9.253630e+00 | 6.322440e+00 | 1.219180e+01 | 0.02 | -0.132000 | -0.112000 |  
GRB160804A   |    707231    | 2.787250e+00 | 1.570380e+00 | 4.072890e+00 | 2.104310e+00 | 1.382680e+00 | 2.826220e+00 | 1.060620e+00 | 5.240490e-01 | 1.613970e+00 | 3.558990e-01 | 1.257740e-01 | 6.738830e-01 | 7.654260e-01 | 0.000000e+00 | 1.686770e+00 | 6.308050e+00 | 4.143600e+00 | 8.473180e+00 | 6.717250e+00 | 4.402470e+00 | 9.041890e+00 | 0.02 | 89.232000 | 89.252000 |  
GRB160801A   |    706871    | 6.498880e-01 | 0.000000e+00 | 1.588130e+00 | 6.971550e-01 | 0.000000e+00 | 1.098620e+00 | 5.313930e-01 | 0.000000e+00 | 9.384650e-01 | 2.503560e-01 | 0.000000e+00 | 7.947820e-01 | 6.612610e-01 | 0.000000e+00 | 9.810590e+00 | 2.128070e+00 | 0.000000e+00 | 3.273990e+00 | 2.536150e+00 | 1.124550e+00 | 1.013220e+01 | 0.02 | 0.392000 | 0.412000 |  
GRB160726A   |    706052    | 6.677110e-04 | NaN | NaN | 8.046870e-03 | NaN | NaN | 1.140710e-01 | NaN | NaN | 2.909580e-01 | NaN | NaN | 9.928450e+00 | NaN | NaN | 3.876320e-01 | NaN | NaN | 9.946140e+00 | NaN | NaN | 0.02 | 0.592000 | 0.612000 |  
GRB160716A   |    704572    | 1.270980e+00 | 0.000000e+00 | 1.962520e+00 | 6.047520e-01 | 0.000000e+00 | 1.008660e+00 | 1.751020e-01 | 0.000000e+00 | 4.616730e-01 | 3.679330e-02 | 0.000000e+00 | 1.597240e-01 | 6.378140e-02 | 0.000000e+00 | 3.563070e-01 | 2.087640e+00 | 0.000000e+00 | 3.186740e+00 | 2.114360e+00 | 0.000000e+00 | 3.267080e+00 | 0.02 | 5.892000 | 5.912000 |  
GRB160714A   |    704310    | 3.142960e-04 | 1.909260e-04 | 2.548000e-03 | 3.227100e-03 | 2.365220e-03 | 2.443210e-02 | 4.499240e-02 | 2.676710e-02 | 2.100960e-01 | 1.478670e-01 | 9.184040e-02 | 6.049010e-01 | 4.036500e+00 | 2.328080e+00 | 1.158190e+01 | 1.568710e-01 | 1.212160e-01 | 8.423850e-01 | 4.166610e+00 | 2.354730e+00 | 1.181420e+01 | 0.02 | 0.032000 | 0.052000 |  
GRB160712A   |    704155    | 1.700960e-02 | 0.000000e+00 | 3.948570e-01 | 1.195180e-01 | 0.000000e+00 | 9.080460e-01 | 7.466640e-01 | 0.000000e+00 | 1.927850e+00 | 1.704020e+00 | 0.000000e+00 | 2.932320e+00 | 2.336490e+01 | 0.000000e+00 | 3.458240e+01 | 2.588140e+00 | 0.000000e+00 | 5.293390e+00 | 2.424260e+01 | 0.000000e+00 | 3.604960e+01 | 0.02 | 0.188000 | 0.208000 |  
GRB160709A   |    703769    | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN |  
GRB160705B   |    703176    | 9.465960e-01 | 4.468510e-01 | 1.465690e+00 | 7.572380e-01 | 4.262940e-01 | 1.087360e+00 | 4.087270e-01 | 1.640040e-01 | 6.667220e-01 | 1.451640e-01 | 0.000000e+00 | 2.989310e-01 | 3.221780e-01 | 0.000000e+00 | 7.933250e-01 | 2.257750e+00 | 1.274700e+00 | 3.240820e+00 | 2.435320e+00 | 1.361490e+00 | 3.520940e+00 | 0.02 | 0.068000 | 0.088000 |  
GRB160703A   |    702699    | 2.316060e+00 | 1.631310e+00 | 3.037220e+00 | 2.598580e+00 | 2.073590e+00 | 3.116900e+00 | 2.085690e+00 | 1.572790e+00 | 2.587850e+00 | 1.023560e+00 | 6.680620e-01 | 1.423090e+00 | 2.781190e+00 | 1.635290e+00 | 4.291740e+00 | 8.023870e+00 | 6.483760e+00 | 9.564020e+00 | 9.781440e+00 | 7.766180e+00 | 1.185830e+01 | 0.02 | 27.192000 | 27.212000 |  
GRB160630A   |    702252    | 1.973300e+00 | 1.116800e+00 | 2.795850e+00 | 1.253130e+00 | 5.845380e-01 | 1.795850e+00 | 5.139020e-01 | 1.015830e-01 | 1.084990e+00 | 1.451550e-01 | 0.000000e+00 | 4.706000e-01 | 2.858990e-01 | 0.000000e+00 | 1.199130e+00 | 3.885520e+00 | 2.379280e+00 | 5.374930e+00 | 4.025760e+00 | 2.398800e+00 | 5.772680e+00 | 0.02 | -1.292000 | -1.272000 |  
GRB160625A   |    701503    | 2.534710e+00 | 1.635420e+00 | 3.448440e+00 | 1.949360e+00 | 1.372590e+00 | 2.518060e+00 | 1.004350e+00 | 5.348690e-01 | 1.503180e+00 | 3.431930e-01 | 1.362960e-01 | 6.345510e-01 | 7.454410e-01 | 2.554570e-01 | 1.585830e+00 | 5.831550e+00 | 4.153220e+00 | 7.510530e+00 | 6.233850e+00 | 4.376130e+00 | 8.124580e+00 | 0.02 | 35.740000 | 35.760000 |  
GRB160624A   |    701288    | 9.133470e-03 | 0.000000e+00 | 2.371200e-01 | 7.136540e-02 | 0.000000e+00 | 6.274640e-01 | 4.951610e-01 | 0.000000e+00 | 1.451850e+00 | 1.218110e+00 | 3.800140e-01 | 2.096410e+00 | 1.859930e+01 | 8.001700e+00 | 2.554570e+01 | 1.793770e+00 | 5.199390e-01 | 3.971330e+00 | 1.917500e+01 | 8.140410e+00 | 2.650590e+01 | 0.02 | 0.092000 | 0.112000 |  
GRB160623A   |  NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN |  
GRB160612A   |  00031791037 | 1.401610e+00 | 9.127440e-01 | 1.933400e+00 | 2.467820e+00 | 1.905000e+00 | 3.004700e+00 | 3.324690e+00 | 2.708910e+00 | 3.931030e+00 | 2.456920e+00 | 1.789620e+00 | 3.186290e+00 | 9.206840e+00 | 5.959690e+00 | 1.361380e+01 | 9.651040e+00 | 7.999260e+00 | 1.130280e+01 | 1.640100e+01 | 1.270460e+01 | 2.076890e+01 | 0.02 | 0.148000 | 0.168000 |  
GRB160611A   |    690598    | 1.603970e+00 | 7.236930e-01 | 2.634830e+00 | 1.554490e+00 | 9.916250e-01 | 2.096030e+00 | 1.051710e+00 | 0.000000e+00 | 1.596790e+00 | 4.494580e-01 | 1.235600e-01 | 9.045050e-01 | 1.114100e+00 | 0.000000e+00 | 2.868970e+00 | 4.659650e+00 | 3.059640e+00 | 6.259470e+00 | 5.324170e+00 | 3.404320e+00 | 7.353980e+00 | 0.02 | 8.704000 | 8.724000 |  
GRB160607A   |    689597    | 1.880250e-03 | NaN | NaN | 2.797610e-02 | NaN | NaN | 2.477820e-01 | NaN | NaN | 1.062440e+00 | NaN | NaN | 2.745030e+01 | NaN | NaN | 1.098710e+00 | NaN | NaN | 2.781400e+01 | NaN | NaN | 0.02 | 11.868000 | 11.888000 |  
GRB160601A   |    688452    | 9.777300e-03 | 0.000000e+00 | 7.349870e-01 | 8.489460e-02 | 0.000000e+00 | 1.596100e+00 | 6.591510e-01 | 0.000000e+00 | 3.049240e+00 | 1.752790e+00 | 3.570870e-01 | 3.796500e+00 | 2.997620e+01 | 0.000000e+00 | 4.573610e+01 | 2.506620e+00 | 4.745290e-01 | 8.222180e+00 | 3.073010e+01 | 0.000000e+00 | 4.727320e+01 | 0.02 | 0.028000 | 0.048000 |  
GRB160525B   |    687522    | 7.241190e-01 | 2.202720e-01 | 1.291540e+00 | 8.127060e-01 | 4.001190e-01 | 1.186220e+00 | 6.525380e-01 | 0.000000e+00 | 1.030990e+00 | 3.203310e-01 | 6.520640e-02 | 6.659110e-01 | 8.705600e-01 | 0.000000e+00 | 2.461810e+00 | 2.509690e+00 | 1.393880e+00 | 3.625410e+00 | 3.060420e+00 | 1.575500e+00 | 4.694430e+00 | 0.02 | 0.312000 | 0.332000 |  
GRB160525A   |    687492    | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN |  
GRB160519A   |    686818    | 1.478260e+00 | 0.000000e+00 | 3.198520e+00 | 1.808060e+00 | 0.000000e+00 | 2.875530e+00 | 1.603990e+00 | 0.000000e+00 | 2.618420e+00 | 8.529880e-01 | 0.000000e+00 | 2.546680e+00 | 2.453800e+00 | 0.000000e+00 | 3.339390e+01 | 5.743160e+00 | 0.000000e+00 | 8.767860e+00 | 7.344640e+00 | 3.371470e+00 | 3.464750e+01 | 0.02 | 0.284000 | 0.304000 |  
GRB160506A   |    685245    | 6.914990e-01 | 3.090840e-01 | 1.110110e+00 | 7.898310e-01 | 4.723510e-01 | 1.098000e+00 | 6.472310e-01 | 3.413330e-01 | 9.458890e-01 | 3.229750e-01 | 1.256990e-01 | 5.743810e-01 | 8.878410e-01 | 2.813200e-01 | 1.945060e+00 | 2.451530e+00 | 1.529160e+00 | 3.373940e+00 | 3.016340e+00 | 1.815240e+00 | 4.297810e+00 | 0.02 | 184.908000 | 184.928000 |  
GRB160504A   |    685124    | 7.671000e-01 | 2.678400e-01 | 1.288270e+00 | 6.896740e-01 | 3.505480e-01 | 1.022220e+00 | 4.272800e-01 | 1.107560e-01 | 7.557410e-01 | 1.699290e-01 | 0.000000e+00 | 4.228020e-01 | 4.028430e-01 | 0.000000e+00 | 1.354390e+00 | 2.053960e+00 | 1.059170e+00 | 3.046990e+00 | 2.286870e+00 | 1.123940e+00 | 3.520640e+00 | 0.02 | 1.336000 | 1.356000 |  
GRB160501A   |    684679    | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN |  
GRB160425A   |    684098    | 1.908480e+00 | 1.128540e+00 | 2.750340e+00 | 1.951650e+00 | 1.380120e+00 | 2.510260e+00 | 1.406010e+00 | 9.781520e-01 | 1.827440e+00 | 6.323560e-01 | 3.724170e-01 | 9.291030e-01 | 1.619970e+00 | 8.475190e-01 | 2.686190e+00 | 5.898480e+00 | 4.278650e+00 | 7.522230e+00 | 6.886050e+00 | 5.059460e+00 | 8.715890e+00 | 0.02 | 0.272000 | 0.292000 |  
GRB160424A   |    683906    | 4.108600e-04 | 2.565190e-04 | 3.982110e-03 | 5.189320e-03 | 3.174870e-03 | 3.722650e-02 | 4.995740e-02 | 3.594050e-02 | 3.107670e-01 | 1.951940e-01 | 1.234730e-01 | 8.733130e-01 | 4.986920e+00 | 3.122880e+00 | 1.624210e+01 | 2.622560e-01 | 1.630030e-01 | 1.221780e+00 | 4.975700e+00 | 3.159000e+00 | 1.663550e+01 | 0.02 | 0.532000 | 0.552000 |  
GRB160419A   |    683383    | 2.808230e-03 | 0.000000e+00 | 2.567760e-02 | 2.978930e-02 | 0.000000e+00 | 2.016380e-01 | 2.972490e-01 | 0.000000e+00 | 1.412330e+00 | 8.800450e-01 | 0.000000e+00 | 3.509800e+00 | 1.873360e+01 | 0.000000e+00 | 5.495960e+01 | 1.198760e+00 | 0.000000e+00 | 5.145270e+00 | 1.903980e+01 | 0.000000e+00 | 5.656290e+01 | 0.02 | 0.304000 | 0.324000 |  
GRB160417A   |    683076    | 1.945530e+00 | 9.013130e-01 | 3.094690e+00 | 1.529220e+00 | 8.728310e-01 | 2.185280e+00 | 8.084000e-01 | 3.175550e-01 | 1.322760e+00 | 2.822570e-01 | 0.000000e+00 | 5.938990e-01 | 6.203820e-01 | 0.000000e+00 | 1.577050e+00 | 4.565420e+00 | 2.605210e+00 | 6.527280e+00 | 4.904160e+00 | 2.799310e+00 | 7.036250e+00 | 0.02 | 1.968000 | 1.988000 |  
GRB160412A   |    682522    | 7.092720e-01 | 2.058040e-01 | 1.283050e+00 | 9.097870e-01 | 4.374420e-01 | 1.322600e+00 | 8.527150e-01 | 4.682840e-01 | 1.226590e+00 | 4.737680e-01 | 1.902460e-01 | 8.693600e-01 | 1.407700e+00 | 4.484300e-01 | 3.636200e+00 | 2.945530e+00 | 1.773330e+00 | 4.119700e+00 | 3.879470e+00 | 2.294750e+00 | 5.738420e+00 | 0.02 | 9.648000 | 9.668000 |  
GRB160411A   |    682339    | 2.490970e-04 | 1.497570e-04 | 1.232650e-02 | 1.525590e-03 | 1.853730e-03 | 8.758330e-02 | 4.078320e-02 | 2.099730e-02 | 2.161960e+00 | 6.577170e-02 | 7.208370e-02 | 1.302270e+00 | 3.400350e+00 | 1.823850e+00 | 1.933240e+01 | 8.539850e-02 | 9.507790e-02 | 6.938200e+00 | 3.376480e+00 | 1.844720e+00 | 1.994660e+01 | 0.02 | 0.344000 | 0.364000 |  
GRB160410A   |    682269    | 1.180750e-03 | 4.659780e-04 | 1.511910e-02 | 2.123750e-02 | 0.000000e+00 | 1.253920e-01 | 1.451500e-01 | 6.531270e-02 | 9.283070e-01 | 4.765610e-01 | 2.246160e-01 | 2.402260e+00 | 1.423290e+01 | 5.674020e+00 | 3.971840e+01 | 6.365020e-01 | 2.960950e-01 | 3.464780e+00 | 1.500660e+01 | 5.745380e+00 | 4.076940e+01 | 0.02 | 0.080000 | 0.100000 |  
GRB160409A   |    682162    | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN |  
GRB160408A   |    682059    | 3.878780e-04 | 3.172310e-04 | 7.618010e-03 | 5.669660e-03 | 3.928750e-03 | 6.637320e-02 | 5.213850e-02 | 4.449080e-02 | 5.186640e-01 | 7.180040e-02 | 1.527270e-01 | 1.396260e+00 | 5.505140e+00 | 3.855900e+00 | 2.425560e+01 | 9.118680e-02 | NaN | NaN | 4.396310e+00 | 3.910970e+00 | 2.476130e+01 | 0.02 | 0.348000 | 0.368000 |  
GRB160327A   |    680655    | 1.168210e+00 | 6.839960e-01 | 1.691660e+00 | 1.323960e+00 | 9.333700e-01 | 1.706960e+00 | 1.075140e+00 | 7.183920e-01 | 1.424410e+00 | 5.326080e-01 | 2.936240e-01 | 8.097990e-01 | 1.456680e+00 | 6.982480e-01 | 2.543910e+00 | 4.099920e+00 | 2.969940e+00 | 5.230230e+00 | 5.024020e+00 | 3.584860e+00 | 6.505380e+00 | 0.02 | 4.376000 | 4.396000 |  
GRB160325A   |    680436    | 6.392740e-04 | 5.088790e-04 | 1.604620e-03 | 7.890110e-03 | 6.301200e-03 | 1.787540e-02 | 7.003480e-02 | NaN | NaN | 2.325430e-01 | NaN | NaN | 7.967640e+00 | 6.203370e+00 | 1.287640e+01 | 4.118460e-01 | 3.236380e-01 | 7.708440e-01 | 7.984670e+00 | 6.281040e+00 | 1.307760e+01 | 0.02 | -33.332000 | -33.312000 |  
GRB160321A   |    680017    | 5.205380e-01 | 1.861690e-01 | 9.121270e-01 | 5.623160e-01 | 2.878260e-01 | 8.325410e-01 | 4.318150e-01 | 1.807560e-01 | 6.932350e-01 | 2.044980e-01 | 0.000000e+00 | 4.262690e-01 | 5.421730e-01 | 0.000000e+00 | 1.476890e+00 | 1.719230e+00 | 9.144020e-01 | 2.524490e+00 | 2.055530e+00 | 1.057880e+00 | 3.150060e+00 | 0.02 | 12.632000 | 12.652000 |  
GRB160314A   |    679120    | 2.095570e-04 | 1.347150e-04 | 2.844100e-03 | 2.572160e-03 | 1.664460e-03 | 2.479800e-02 | 2.872870e-02 | 1.875350e-02 | 1.942130e-01 | 1.087280e-01 | 6.564370e-02 | 5.034430e-01 | 2.728660e+00 | 1.657200e+00 | 8.896990e+00 | 1.292270e-01 | 8.478180e-02 | 7.433310e-01 | 2.725250e+00 | 1.676930e+00 | 9.113650e+00 | 0.02 | 1.812000 | 1.832000 |  
GRB160313A   |    678929    | 7.049170e-01 | 3.389730e-01 | 1.100970e+00 | 6.206190e-01 | 3.380860e-01 | 9.001570e-01 | 3.750370e-01 | 1.296100e-01 | 6.468820e-01 | 1.460920e-01 | 0.000000e+00 | 3.267780e-01 | 3.420800e-01 | 0.000000e+00 | 9.347020e-01 | 1.846630e+00 | 1.024790e+00 | 2.687220e+00 | 2.038940e+00 | 1.092920e+00 | 3.088030e+00 | 0.02 | 30.540000 | 30.560000 |  
GRB160303A   |    677495    | 2.581480e-04 | 2.135000e-04 | 1.297290e-03 | 3.122590e-03 | 2.644580e-03 | 1.336240e-02 | 3.418820e-02 | 2.992550e-02 | 1.250890e-01 | 1.441710e-01 | 1.026600e-01 | 3.802890e-01 | 3.685470e+00 | 2.597900e+00 | 7.897620e+00 | 1.519610e-01 | 1.355830e-01 | 5.188350e-01 | 3.669170e+00 | 2.625370e+00 | 8.063650e+00 | 0.02 | 0.204000 | 0.224000 |  
GRB160228A   |    676595    | 6.828360e-01 | 2.676160e-01 | 1.213520e+00 | 8.026320e-01 | 4.571760e-01 | 1.139090e+00 | 6.799910e-01 | 0.000000e+00 | 1.099480e+00 | 3.485120e-01 | 6.147050e-02 | 7.569360e-01 | 9.763740e-01 | 0.000000e+00 | 2.845810e+00 | 2.513960e+00 | 1.452910e+00 | 3.577670e+00 | 3.141710e+00 | 1.603250e+00 | 5.140380e+00 | 0.02 | 0.400000 | 0.420000 |  
GRB160227A   |    676423    | 1.178800e+00 | 0.000000e+00 | 1.787360e+00 | 6.784240e-01 | 2.273380e-01 | 1.104100e+00 | 2.472420e-01 | 0.000000e+00 | 6.497060e-01 | 6.320370e-02 | 0.000000e+00 | 2.886090e-01 | 1.188720e-01 | 0.000000e+00 | 7.563190e-01 | 2.167670e+00 | 1.036760e+00 | 3.328920e+00 | 2.223350e+00 | 1.040530e+00 | 3.524410e+00 | 0.02 | 104.884000 | 104.904000 |  
GRB160225A   |    675998    | 7.523460e-01 | 0.000000e+00 | 1.656490e+00 | 1.025310e+00 | 0.000000e+00 | 1.663410e+00 | 1.030520e+00 | 5.015180e-01 | 1.538290e+00 | 6.052190e-01 | 1.974820e-01 | 1.146310e+00 | 1.875770e+00 | 0.000000e+00 | 5.716010e+00 | 3.413380e+00 | 1.685180e+00 | 5.164010e+00 | 4.683940e+00 | 2.409080e+00 | 7.493180e+00 | 0.02 | 4.076000 | 4.096000 |  
GRB160223A   |    675361    | 1.055880e+00 | 4.489050e-01 | 1.774600e+00 | 1.514340e+00 | 9.149760e-01 | 2.060300e+00 | 1.614090e+00 | 9.947380e-01 | 2.190980e+00 | 9.929930e-01 | 4.559470e-01 | 1.639460e+00 | 3.191670e+00 | 1.165440e+00 | 6.780320e+00 | 5.177270e+00 | 3.573850e+00 | 6.780500e+00 | 7.375800e+00 | 4.675190e+00 | 1.075830e+01 | 0.02 | 110.172000 | 110.192000 |  
GRB160220B   |    674734    | 2.002690e+00 | 1.002520e+00 | 3.166660e+00 | 2.995440e+00 | 1.928500e+00 | 4.016320e+00 | 3.350170e+00 | 2.422200e+00 | 4.267620e+00 | 2.140680e+00 | 1.328030e+00 | 3.029030e+00 | 7.093240e+00 | 3.784310e+00 | 1.185020e+01 | 1.048900e+01 | 7.598450e+00 | 1.338500e+01 | 1.544150e+01 | 1.101110e+01 | 2.023920e+01 | 0.02 | 6.324000 | 6.344000 |  
GRB160220A   |    674670    | 9.451540e-01 | 0.000000e+00 | 1.942000e+00 | 6.711770e-02 | 0.000000e+00 | 1.914520e-01 | 1.717310e-03 | 0.000000e+00 | 9.151530e-03 | 4.288290e-05 | 0.000000e+00 | 4.241130e-04 | 4.805220e-05 | 0.000000e+00 | 5.177160e-04 | 1.014200e+00 | 0.000000e+00 | 2.123800e+00 | 9.993960e-01 | 0.000000e+00 | 2.123540e+00 | 0.02 | 0.332000 | 0.352000 |  
GRB160216A   |    673978    | 7.172700e-04 | 5.226340e-04 | 4.097540e-03 | 9.001950e-03 | 6.471280e-03 | 4.118070e-02 | 8.938960e-02 | 7.325040e-02 | 3.716550e-01 | 3.027980e-01 | 2.517000e-01 | 1.095590e+00 | 8.619630e+00 | 6.358620e+00 | 2.209190e+01 | 4.596310e-01 | 3.321310e-01 | 1.515500e+00 | 7.517030e+00 | 6.445540e+00 | 2.245500e+01 | 0.02 | 3.112000 | 3.132000 |  
GRB160203A   |    672525    | 1.796470e+00 | 3.414730e-01 | 3.433360e+00 | 1.564660e+00 | 0.000000e+00 | 2.517960e+00 | 9.337810e-01 | 1.115070e-01 | 1.792920e+00 | 3.601720e-01 | 0.000000e+00 | 1.012460e+00 | 8.383210e-01 | 0.000000e+00 | 3.476510e+00 | 4.655070e+00 | 0.000000e+00 | 7.491510e+00 | 5.133220e+00 | 1.934630e+00 | 8.464070e+00 | 0.02 | 13.984000 | 14.004000 |  
GRB160131A   |    672236    | 2.579870e+00 | 1.695750e+00 | 3.515750e+00 | 2.641450e+00 | 1.947000e+00 | 3.328770e+00 | 1.905680e+00 | 1.357100e+00 | 2.438580e+00 | 8.580770e-01 | 5.316790e-01 | 1.195720e+00 | 2.199910e+00 | 1.233840e+00 | 3.327600e+00 | 7.985040e+00 | 5.957360e+00 | 1.001190e+01 | 9.326700e+00 | 6.974290e+00 | 1.168250e+01 | 0.02 | 16.784000 | 16.804000 |  
GRB160127A   |    671828    | 6.502650e-01 | 0.000000e+00 | 1.662700e+00 | 6.164070e-01 | 0.000000e+00 | 1.202500e+00 | 4.063410e-01 | 0.000000e+00 | 9.206070e-01 | 1.700290e-01 | 0.000000e+00 | 5.507220e-01 | 4.158520e-01 | 0.000000e+00 | 1.558610e+00 | 1.843060e+00 | 9.814610e-02 | 3.588300e+00 | 2.088020e+00 | 0.000000e+00 | 4.219830e+00 | 0.02 | 3.712000 | 3.732000 |  
GRB160123A   |    671447    | 1.115940e+00 | 4.978190e-01 | 1.745030e+00 | 9.212670e-01 | 4.287930e-01 | 1.401820e+00 | 5.158690e-01 | 1.452490e-01 | 9.341150e-01 | 1.893920e-01 | 0.000000e+00 | 4.396000e-01 | 4.278850e-01 | 0.000000e+00 | 1.199540e+00 | 2.743010e+00 | 1.323610e+00 | 4.173190e+00 | 2.986840e+00 | 1.405220e+00 | 4.667330e+00 | 0.02 | 0.572000 | 0.592000 |  
GRB160121A   |    671231    | 1.026330e+00 | 5.388990e-01 | 1.539000e+00 | 1.000180e+00 | 6.299650e-01 | 1.370270e+00 | 6.810410e-01 | 3.286720e-01 | 1.052730e+00 | 2.926040e-01 | 1.022600e-01 | 5.654360e-01 | 7.278540e-01 | 0.000000e+00 | 1.697840e+00 | 3.000180e+00 | 1.882460e+00 | 4.120480e+00 | 3.436080e+00 | 2.077800e+00 | 4.890340e+00 | 0.02 | 5.012000 | 5.032000 |  
